index,sentence,ambiguity,ambiguity_zscore,ambiguity_norm
0,with his interest in race cars he formed a second company the henry ford company,5.404548798288618,0.547708452525052,0.6240466301437684
1,during this period he personally drove his quadricycle to victory in a race against alexander winton a wellknown driver and the heavy favorite on october 10 1901,5.344538353956663,0.4491786215902257,0.6070711261919279
2,ford was forced out of the company by the investors including henry m leland in 1902 and the company was reorganized as cadillac,5.2062031193213025,0.22204903718730212,0.567939432561376
3,in 1891 ford became an engineer with the edison illuminating company and after his promotion to chief engineer in 1893 he had enough time and money to devote attention to his personal experiments on internal combustion engines,4.3906663490666284,-1.1169628796356479,0.3372437958193959
4,these experiments culminated in 1896 with the completion of his own selfpropelled vehicle named the quadricycle which he testdrove on june 4 of that year,4.225447618712981,-1.3882318853934215,0.2905074111573854
5,ford was born on a prosperous farm in springwells township now in the city of dearborn michigan owned by his parents william ford 18261905 and mary litogot c18391876 immigrants from county cork ireland,4.78766193240881,-0.46514454794318716,0.4495442489973419
6,in the years between the wars henry ford supported adolf hitlers nazi regime,6.2065796454747515,1.8645452908033253,0.8509217677547135
7,there is also some evidence that henry ford gave adolf hitler direct financial backing when hitler was first starting out in politics,5.371099233627319,0.49278834673996097,0.6145845569427397
8,this can in part be traced to statements from kurt ludecke germanys representative to the us in the 1920s and winifred wagner daughterinlaw of richard wagner who said they requested funds from ford to aid the national socialist movement in germany,5.267626786231995,0.32289920724486654,0.5853147030161521
9,although ford is often credited with the idea contemporary sources indicate that the concept and its development came from employees clarence avery peter e martin charles e sorensen and ch,6.0737661945408785,1.6464818018213374,0.8133520532444511
11,edsels widow eleanor who had inherited edsels voting stock wanted her son henry ford ii to take over the position,5.403754673506084,0.5464045964807379,0.6238219914407189
12,in 1879 he left home for the nearby city of detroit to work as an apprentice machinist first with james f flower bros and later with the detroit dry dock co,4.802860819300016,-0.44018982926947936,0.4538436466664884
13,alexander rae baldwin iii born april 3 1958 in massapequa long island new york usa is an american actor who is the oldest and best known of the baldwin brothers with brothers daniel stephen and william,6.288288164138794,1.9987007135722301,0.874035132385175
14,he is of three quarters irish and one quarter french descent,5.539786911010742,0.7697529404603057,0.6623022228578423
15,baldwin has appeared in movies such as the cooler the hunt for red october beetlejuice ghosts of mississippi talk radio final fantasy the spirits within voice the cat in the hat pearl harbor thomas and the magic railroad along came polly the spongebob squarepants movie and the aviator,6.178533144136693,1.8184963560567975,0.8429880905490275
16,when baldwin was young he had a job as a busboy at famous new york city disco studio 54,5.408676584561666,0.5544857741754092,0.6252142810913747
17,he was married to actress kim basinger from 1993 to 2002,5.274528527259827,0.33423102430102086,0.5872670387036609
18,baldwin a liberal democrat has always had an active interest in politics and is frequently rumored to be a candidate for public office,4.101659508422017,-1.5914768657378802,0.2554907473278163
19,in particular baldwin is one of the most frequent hosts of saturday night live leading the show eleven times and also making cameo appearances regularly,4.560597529013951,-0.8379566063584849,0.38531321854821
20,he played william barrett travis in a movie about the alamo called thirteen days of glory,5.614179023106893,0.8918957159273996,0.6833459529440322
21,in 1998 he began narrating the american version of the childrens series thomas the tank engine and friends,5.588715553283691,0.850087803911021,0.6761429529092339
22,he is infamous for his 1994 appearance on saturday night live as he potrays mr armstrong a scoutmaster who is a pedophile he rips his shirt and puts his mouth around adam sandlers neck,4.978433507861513,-0.15192088686597047,0.5035089157990468
23,rosemary clooney may 23 1928 – june 29 2002 was an american popular singer and actress,5.6693446159362795,0.982470891555696,0.6989509655298534
24,in 1954 she along with bing crosby danny kaye and veraellen starred in the movie white christmas,5.564954895526171,0.8110757016376478,0.6694216372424151
25,clooneys first recordings in may of 1946 were for columbia records as a singer with the big band of tony pastor,5.95328665971756,1.4486690988927726,0.7792713054300227
26,rosemary clooney was married three times twice to josé ferrer from 1953 until 1961 and then again from 1964 to 1967 by whom she had five children including actor miguel ferrer born in 1955 and gabriel ferrer born 1956 who married debby boone and once to dante depaolo whom she married in 1997,4.245244802190707,-1.3557273245163841,0.2961075557672545
27,rosemary betty and brother nick as well as her nephew george clooney nicks son all became entertainers,5.557033516466618,0.7980697632847993,0.6671808706054337
28,in 1945 the clooney sisters won a spot on cincinnatis radio station wlw as singers,5.276172067437853,0.3369295168330834,0.5877319564875181
29,she was born in maysville kentucky about 60 miles up the ohio river from cincinnati ohio to andrew joseph clooney and frances marie guilfoyle both of whom were of irish descent rosemarys paternal greatgrandparents nicholas clooney and bridget byron were born in ireland although clooneys paternal grandmother crescentia koch was german,5.229952356815338,0.26104238878080716,0.5746575177117391
30,in 1958 clooney left columbia doing a number of recordings for mgm records and then some for coral records,6.0621316697862415,1.6273793310790732,0.8100609274554531
31,finally toward the end of 1958 she signed with rca victor records where she stayed until 1963 except for doing some recordings in 1960 for reprise records,4.346806278595557,-1.1889757663324902,0.3248368421982708
32,in 1964 she went to reprise again shifting the next year to dot records,4.889915402118977,-0.2972568211449811,0.4784692836055267
33,in 1966 she went to united artists records,4.917795930589948,-0.2514803936047558,0.4863560110995
34,in 1986 she sang a duet with wild man fischer on its a hard business,5.467191185270037,0.6505596123080281,0.6417666470440527
35,michael mcmanus born february 5 1959 is a syndicated columnist who write ethics religion,4.732930568548349,-0.5550067725615127,0.434062069289365
36,on january 28 2005 it was revealed that he accepted money from the george w bush administration to promote their marriage initiative program which he did not disclose to his readers,5.1505376895268755,0.13065319022072952,0.55219302818168
37,timothy bush sr c 1728 c 1815 soldier,5.420817715781076,0.5744200309489262,0.6286487136020695
38,he is assumed to be the son of richard bush and mary fairbanks both of dedham massachusetts,5.018595973029733,-0.08597901712974815,0.5148699062694295
39,by training he was a blacksmith but when the american revolution broke out militia captain bush led a company of soldiers for the continental army,5.049341181914012,-0.035499133717005395,0.5235669825988133
40,the family moved around 1810 to springport in cayuga county in the rochester new york area,4.561873165766398,-0.8358621663830436,0.3856740653470187
41,he died in springport new york in 1815,5.081555536815098,0.017392908283562863,0.5326796448198158
42,through his son timothy bush jr who was also a blacksmith descended two american presidents george h w bush and george w bush,5.650287148627368,0.9511808544147247,0.6935600687415382
43,bush was a soldier in the french and indian wars and a captain in the american revolution and is the greatgreatgreatgreatgreat grandfather of president george w bush,4.632447494910314,-0.7199877249204254,0.40563783693074434
44,they had five children after which they relocated to norwich vermont where bush was a captain of a militia company,4.6159627186624625,-0.7470537170952962,0.4009746922489178
45,anne hutchinson july 17 1591 – august 20 1643 was the unauthorized puritan preacher of a dissident church discussion group and pioneer in rhode island and the bronx,5.518315377058806,0.7344993003023853,0.6562284449761632
46,eventually john winthrop decided to take hutchinson out of power before her influence became too strong among the communitys men,4.56818751912368,-0.8254947682462421,0.38746024326259826
48,they founded the town of portsmouth rhode island,5.378644909177508,0.5051774257498833,0.6167190461395364
50,they were part of the puritan movement especially following the teachings of john cotton,4.594474570109294,-0.7823346364021835,0.3948962144982071
51,three us presidents franklin d roosevelt and both bushes – george h w bush and george w bush are her descendants,6.591528511047363,2.496584381092582,0.9598144957044837
52,another descendant eve laplante is the author of the most recent biography of anne hutchinson american jezebel the uncommon life of anne hutchinson the woman who defied the puritans,5.442831869636263,0.6105645868120114,0.634875985536568
53,hutchinson was born anne marbury on july 17 1591 in alford lincolnshire england,4.33397501707077,-1.2100431329016228,0.32120718850805247
54,hutchinson emigrated from england to massachusetts in 1634 in response to the preacher john cottons doing so,4.078874480677769,-1.6288871025137925,0.24904541380594253
55,she later moved yet further from her bostonbased persecutors to what is now the bronx in northern new york city,4.76885491923282,-0.4960233699423873,0.4442241996285134
56,erin fleming august 13 1941 april 15 2003 was a minor actress who was best known as the companion and caregiver to groucho marx in his final years,5.441330471524486,0.6080994742175937,0.6344512763069748
57,fleming was born marilyn fleming in canada,5.664268970489502,0.974137300739575,0.69751518813645
59,hodgkin and huxley shared the prize that year with john carew eccles who was cited for research on synapses,5.313247084617615,0.39780217350632374,0.5982195825608758
61,albert einstein march 14 1879 – april 18 1955 was a germanborn jewish theoretical physicist of german swiss and american citizenship who is widely regarded as the greatest scientist of the 20th century or even of all time ranking alongside the luminaries newton and gauss,4.4868151396512985,-0.9590982914567684,0.36444196428330844
62,he was awarded the 1921 nobel prize for physics for his explanation of the photoelectric effect in 1905 his miracle year and for his services to theoretical physics,4.413874621744509,-1.0788577262961434,0.3438088551010678
63,einstein attended the luitpold gymnasium where he received a relatively progressive education,5.125268307599154,0.0891639468584677,0.5450449309204474
64,in the spring of 1896 the serbian mileva marić an acquaintance of nikola tesla started initially as a medical student at the university of zurich but after a term switched to the same section as einstein as the only woman that year to study for the same diploma,4.843936093310092,-0.3727492387378169,0.4654628486911215
65,einstein married mileva marić on january 6 1903,4.7749709231512885,-0.48598163739413197,0.4459542692829411
66,abram joffe a soviet physicist who knew einstein in an obituary of einstein wrote the author of the papers of 1905 was a bureaucrat at the patent office in bern einsteinmarić and this has recently been taken as evidence of a collaborative relationship,4.98889532543364,-0.13474385829823088,0.5064683110762539
67,he and mileva had an illegitimate daughter lieserl born in january 1902,5.7186032642017715,1.0633475845998204,0.7128850462986558
68,in 1894 following the failure of hermanns electrochemical business the einsteins moved from munich to pavia italy near milan,4.99528263674842,-0.12425667209290883,0.5082751270342544
69,despite excelling in the mathematics and science portion his failure of the liberal arts portion of the eidgenössische technische hochschule eth swiss federal institute of technology in zurich entrance exam the following year was a setback his family sent him to aarau switzerland to finish secondary school where he received his diploma in september 1896,4.697916970208839,-0.6124948309022987,0.4241575687712107
70,alberts sister maja was to later marry their son paul and his friend michele besso married their other daughter anna,5.0191662311553955,-0.08504272283404256,0.5150312185072162
71,the same year he renounced his württemberg citizenship and became stateless,5.142841553688049,0.11801707376645997,0.5500159774065979
72,on may 14 1904 the couples first son hans albert einstein was born,5.5837443470954895,0.8419256896204445,0.6747367188572674
73,einstein was born at ulm in badenwürttemberg germany about 100 km east of stuttgart,4.03109313089114,-1.7073382516216398,0.23552922506318927
74,the family was jewish nonobservant albert attended a catholic elementary school and at the insistence of his mother was given violin lessons,4.370028309878849,-1.1508480230408504,0.33140579345679994
76,in 1983 miguel was given a small part as a waiter in the movie the man who wasnt there,5.6090074512693615,0.8834046256764981,0.6818830402937005
77,he was also given a small part in star trek iii the search for spock as the excelsior helm officer,5.417768283894188,0.5694132356884162,0.6277861030411414
78,miguel was the oldest of five children born to oscar winner jose ferrer and singer rosemary clooneyferrer,5.163135066628456,0.1513365470906613,0.5557565216227182
79,miguel was raised amongst all the splendor and glamour of hollywood,4.540231597423554,-0.8713949822740522,0.37955218884672487
80,as a child his hero was batman and as a teenager his interests shifted towards music,5.504418563842774,0.7116824278070851,0.6522973724721536
81,miguel played the drums on keith moons two sides of the moon,4.841955683448098,-0.37600083020753866,0.4649026386174785
82,band mate billy mumy will robinson on the tv classic lost in space cast miguel as a drummer in his first television role in the series sunshine,6.1581543042109566,1.7850367862288585,0.8372234093915336
83,among the many television shows in which miguel has made guest appearances are miami vice chips will grace superman tales from the crypt and twin peaks,5.280001026391983,0.34321620046968354,0.5888150764107388
84,he also starred in the mini series the stand,5.116473346948624,0.07472369407210724,0.5425570491701723
85,miguel played the role of dr garret macy in nbcs drama crossing jordan,5.05071634054184,-0.03324129095951927,0.5239559817302306
86,in 1999 at the 41st grammy awards miguel was nominated for best spoken word album for children in disneys the lion king ii simbas pride readalong,5.404089207649231,0.5469538607452029,0.623916623062468
87,in 2003 miguel made his new york stage debut in the offbroadway production of the exonerated,5.659701172510783,0.9666375335307527,0.6962230685145716
88,his cousin is actor george clooney,6.713186836242675,2.696332514050921,0.9942286948179475
89,his brother gabriel ferrer is married to singer debby boone,5.869410223431057,1.3109542197792337,0.7555446893134735
90,miguel was close friends with actress dominique dunne and in 1982 served as a pallbearer in her funeral,4.836203848614412,-0.38544464153133406,0.46327558359336535
91,william hindman april 1 1743 – january 19 1822 was an american lawyer and statesman from talbot county maryland,5.035987774531047,-0.05742380010623291,0.519789626468168
92,he represented maryland in the continental congress and in the federal congress as both the representative and a us,5.079069137573242,0.01331054396075646,0.5319763025828795
93,senator james lloyd resigned and hindman was named to finish his term,5.570933103561401,0.8208911901507172,0.6711127277726838
95,in the senate he was aligned with the federalists,5.9351663663983345,1.4189177871484924,0.7741455125072526
96,william was born in dorchester county maryland the second son of jacob hindman 17131766 and mary trippe hindman died 1782,4.360573959978003,-1.1663709125594839,0.32873138642831484
97,william studied law at the inns of court in london returning to maryland in 1765,3.599409137453352,-2.4161107222171867,0.1134162592598788
98,hindman died in baltimore maryland and is buried in st paul’s burial ground there,4.208488537715032,-1.4160766281234505,0.28571009712805095
99,in 1792 voters returned him the state senate but later that year he was appointed to the united states house of representatives after the resignation of joshua seney,3.9540433088938394,-1.833844662621667,0.21373369309597617
101,clive jay davis born april 4 1934 is the founder of arista records and member of the rock and roll hall of fame as a nonperformer,5.1549914360046385,0.13796569877429304,0.5534528853911275
102,he was a working class jewish boy who grew up in brooklyn new york,5.011390321529829,-0.09780981811721463,0.512831601656393
103,he graduated from new york universitys college of arts and sciences in 1953 and received a scholarship to harvard law school,4.060968786478043,-1.6582860686755925,0.24398032578615525
104,he was then hired by the legal department of cbs subsidiary columbia records,5.305605908234914,0.3852562937763546,0.5960580784872894
105,in 1974 he founded arista records naming it after his secondary school honor society,4.964049981190608,-0.1755368834963465,0.4994401638249287
106,erasmus darwin december 12 1731 – april 18 1802 trained as a physician and wrote extensively on medicine and botany as well as poetry,4.590458884187367,-0.7889279029473565,0.3937602740299122
107,he lived in lichfield and derby england,5.355418244997661,0.46704207580711105,0.6101487843465719
108,he was one of the founder members of the lunar society,4.547803109884262,-0.8589634822080336,0.38169398668090154
109,he was a member of the darwinwedgwood family most famously including his grandson charles darwin,5.156870246997902,0.14105047729219095,0.5539843556009543
111,he obtained his degree at edinburgh medical school,4.480693544660296,-0.9691492038642573,0.3627103130496248
112,he practised medicine in lichfield in staffordshire for twenty years george iii invited him to be royal physician but he declined,4.7185427963733675,-0.578629739791817,0.42999211636477835
113,in 1781 he moved to derby where he died suddenly on the 18th of april 1802,4.300749413172404,-1.2645955224274303,0.3118084683926162
114,his most important scientific work is his zoönomia 1794–1796 which contains a system of pathology and a treatise on generation in which he in the words of his famous grandson charles robert darwin anticipated the views of jeanbaptiste lamarck who in turn is regarded to have foreshadowed the theory of evolution,4.9369956755638125,-0.21995675388960523,0.4917871547996744
115,eunice mary kennedy shriver born july 10 1921 in brookline massachusetts is a member of the kennedy family,6.390746747746187,2.166925212374727,0.9030181887562663
116,her father was joseph p kennedy sr and her mother was rose kennedy,5.870384097099304,1.312553201572361,0.7558201746308706
117,on may 23 1953 she married robert sargent shriver jr who was us ambassador to france from 1968 to 1970 and was democratic vicepresidential candidate in 1972,5.342843862680288,0.44639647356848805,0.6065917955740885
118,she actively campaigned for her brother john f kennedy and supported arnold schwarzeneggers successful bid for governor of california in 2003,4.9137729704380035,-0.25808560354847854,0.4852180129273873
119,king married coretta scott on june 18 1953,5.549029963357108,0.784928905163574,0.6649168589162735
120,the wedding ceremony took place in scotts parents house in marion alabama and was performed by kings father,4.676046927185619,-0.6484027743545316,0.4179710623072035
121,in 1953 king became the pastor of the dexter avenue baptist church in montgomery alabama,4.749519501413618,-0.5277697679234098,0.43875467736027757
122,the reverend martin luther king jr phd boston university january 15 1929 – april 4 1968 was an american nobel laureate baptist minister and african american civil rights activist,5.774033716746739,1.1543576275797611,0.7285649812950435
123,he also was awarded the presidential medal of freedom,5.421186298131943,0.5750251982180702,0.6287529766386688
124,following the campaign king was instrumental in the founding of the southern christian leadership conference sclc in 1957 a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform,4.205925883991378,-1.420284193005647,0.2849851843416625
125,the organizations nonviolent principles were criticized by the younger more radical blacks and challenged by the student nonviolent coordinating committee sncc then headed by james foreman,4.9544896578788755,-0.1912337684315193,0.496735779480406
126,king was born in atlanta georgia to the rev martin luther king sr and alberta williams king,5.585991203784943,0.845614754285955,0.6753723002970589
127,he graduated from morehouse college with a bachelor of arts degree in sociology in 1948,3.748303221804755,-2.171644794299907,0.15553479621540384
128,his application to yale divinity school was rejected and he graduated from crozer theological seminary in chester pennsylvania 1 with a bachelor of divinity in 1951,4.36641228556633,-1.1567850939646698,0.33038290759600597
