mean_FFD,mean_GD,mean_GPT,mean_TRT,mean_meanPupilSize,mean_nFixations,omission_rate,participant_id,regression_rate,regressions,revisit_rate,revisited_words,sentence_content,sentence_id,skip_rate,skipped_words,total_fixations,total_words
91.4,138.3,244.0,183.0,1076.65,1.6,0.3333333333333333,ZKH,0.375,6.0,0.2,3.0,"With his interest in race cars, he formed a second company, the Henry Ford Company.",0,0.3333333333333333,5.0,16.0,15
125.95454545454545,156.4090909090909,244.45454545454547,214.04545454545453,1115.6060606060607,1.7272727272727273,0.18518518518518517,ZKH,0.34210526315789475,13.0,0.3333333333333333,9.0,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.",1,0.18518518518518517,5.0,38.0,27
112.70588235294117,130.1764705882353,312.05882352941177,207.52941176470588,1130.0117647058823,1.8235294117647058,0.2608695652173913,ZKH,0.41935483870967744,13.0,0.2608695652173913,6.0,"Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",2,0.2608695652173913,6.0,31.0,23
132.5,153.66666666666666,411.5416666666667,340.4166666666667,1063.7280753968255,2.8333333333333335,0.35135135135135137,ZKH,0.35294117647058826,24.0,0.4594594594594595,17.0,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",3,0.35135135135135137,13.0,68.0,37
117.3076923076923,156.0,421.6923076923077,266.0769230769231,1076.326923076923,2.1538461538461537,0.48,ZKH,0.2857142857142857,8.0,0.28,7.0,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",4,0.48,12.0,28.0,25
107.35,132.3,365.65,270.0,1062.020476190476,2.55,0.3939393939393939,ZKH,0.43137254901960786,22.0,0.42424242424242425,14.0,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",5,0.3939393939393939,13.0,51.0,33
123.125,137.75,281.5,200.375,1357.2916666666665,1.5,0.38461538461538464,ZKH,0.16666666666666666,2.0,0.23076923076923078,3.0,"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",6,0.38461538461538464,5.0,12.0,13
101.1,101.1,152.2,131.5,1242.3,1.2,0.5454545454545454,ZKH,0.25,3.0,0.09090909090909091,2.0,There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,7,0.5454545454545454,12.0,12.0,22
123.18181818181819,151.36363636363637,454.5,351.0,1023.3733766233764,3.090909090909091,0.4634146341463415,ZKH,0.36764705882352944,25.0,0.3170731707317073,13.0,"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",8,0.4634146341463415,19.0,68.0,41
122.41176470588235,127.58823529411765,186.0,152.11764705882354,1119.0294117647059,1.2352941176470589,0.43333333333333335,ZKH,0.2857142857142857,6.0,0.1,3.0,"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H.",9,0.43333333333333335,13.0,21.0,30
