mean_FFD,mean_GD,mean_GPT,mean_TRT,mean_meanPupilSize,mean_nFixations,omission_rate,participant_id,regression_rate,regressions,revisit_rate,revisited_words,sentence_content,sentence_id,skip_rate,skipped_words,total_fixations,total_words
118.16666666666667,118.16666666666667,171.5,118.16666666666667,1048.8333333333333,1.0,0.5714285714285714,ZJS,0.16666666666666666,1.0,0.0,0.0,"They were part of the Puritan movement, especially following the teachings of John Cotton.",50,0.5714285714285714,8.0,6.0,14
82.0909090909091,93.72727272727273,158.54545454545453,117.0909090909091,1175.090909090909,1.2727272727272727,0.47619047619047616,ZJS,0.2857142857142857,4.0,0.09523809523809523,2.0,Three U.S. Presidents (Franklin D. Roosevelt and both Bushes - George H. W. Bush and George W. Bush) are her descendants.,51,0.47619047619047616,10.0,14.0,21
91.1,91.1,150.7,143.9,1075.95,1.5,0.6551724137931034,ZJS,0.3333333333333333,5.0,0.10344827586206896,3.0,"Another descendant, Eve LaPlante, is the author of the most recent biography of Anne Hutchinson, American Jezebel: The Uncommon Life of Anne Hutchinson, the Woman Who Defied the Puritans.",52,0.6551724137931034,19.0,15.0,29
104.33333333333333,117.0,144.22222222222223,144.22222222222223,968.7222222222222,1.3333333333333333,0.3076923076923077,ZJS,0.16666666666666666,2.0,0.15384615384615385,2.0,"Hutchinson was born Anne Marbury on July 17, 1591 in Alford, Lincolnshire, England.",53,0.3076923076923077,4.0,12.0,13
85.54545454545455,104.36363636363636,178.1818181818182,142.72727272727272,1039.1060606060607,1.5454545454545454,0.35294117647058826,ZJS,0.35294117647058826,6.0,0.17647058823529413,3.0,"Hutchinson emigrated from England to Massachusetts in 1634, in response to the preacher John Cotton's doing so.",54,0.35294117647058826,6.0,17.0,17
94.63636363636364,101.9090909090909,119.81818181818181,101.9090909090909,980.9090909090909,1.0909090909090908,0.45,ZJS,0.25,3.0,0.0,0.0,"She later moved yet further from her Boston-based persecutors, to what is now The Bronx in northern New York City.",55,0.45,9.0,12.0,20
111.33333333333333,117.53333333333333,223.26666666666668,164.2,929.2666666666667,1.4666666666666666,0.4642857142857143,ZJS,0.2727272727272727,6.0,0.21428571428571427,6.0,"Erin Fleming (August 13, 1941- April 15, 2003) was a minor actress who was best known as the companion and care-giver to Groucho Marx in his final years.",56,0.4642857142857143,13.0,22.0,28
150.5,233.5,233.5,233.5,934.0,2.0,0.7142857142857143,ZJS,0.25,1.0,0.0,0.0,Fleming was born Marilyn Fleming in Canada.,57,0.7142857142857143,5.0,4.0,7
107.5,107.5,123.0,107.5,1014.6666666666666,1.0,0.9032258064516129,ZJS,0.16666666666666666,1.0,0.0,0.0,"Sir Andrew Fielding Huxley, OM, FRS (born 22 November 1917, Hampstead, London, England, UK) is a British physiologist and biophysicist, who won the 1963 Nobel Prize in Physiology or Medicine for his work with Alan Lloyd Hodgkin on the basis of nerve ""action potentials,"" the electrical impulses that enable the activity of an organism to be coordinated by a central nervous system.",58,0.9032258064516129,56.0,6.0,62
86.125,104.0,134.5,122.75,1054.6875,1.375,0.5789473684210527,ZJS,0.36363636363636365,4.0,0.05263157894736842,1.0,"Hodgkin and Huxley shared the prize that year with John Carew Eccles, who was cited for research on synapses.",59,0.5789473684210527,11.0,11.0,19
