mean_FFD,mean_GD,mean_GPT,mean_TRT,mean_meanPupilSize,mean_nFixations,omission_rate,participant_id,regression_rate,regressions,revisit_rate,revisited_words,sentence_content,sentence_id,skip_rate,skipped_words,total_fixations,total_words
91.625,91.625,303.125,154.25,741.03125,1.625,0.4666666666666667,ZDN,0.38461538461538464,5.0,0.13333333333333333,2.0,"With his interest in race cars, he formed a second company, the Henry Ford Company.",0,0.4666666666666667,7.0,13.0,15
100.4,132.6,235.1,192.2,754.6066666666667,1.8,0.6296296296296297,ZDN,0.4444444444444444,8.0,0.1111111111111111,3.0,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.",1,0.6296296296296297,17.0,18.0,27
104.64285714285714,115.85714285714286,193.85714285714286,144.64285714285714,630.1011904761905,1.5,0.391304347826087,ZDN,0.38095238095238093,8.0,0.17391304347826086,4.0,"Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",2,0.391304347826087,9.0,21.0,23
109.84210526315789,113.10526315789474,168.89473684210526,125.89473684210526,658.9736842105264,1.2105263157894737,0.4864864864864865,ZDN,0.43478260869565216,10.0,0.08108108108108109,3.0,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",3,0.4864864864864865,18.0,23.0,37
98.41666666666667,98.41666666666667,172.0,133.75,645.0416666666666,1.3333333333333333,0.52,ZDN,0.375,6.0,0.16,4.0,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",4,0.52,13.0,16.0,25
106.66666666666667,124.22222222222223,236.22222222222223,155.72222222222223,614.1203703703704,1.5,0.45454545454545453,ZDN,0.4444444444444444,12.0,0.12121212121212122,4.0,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",5,0.45454545454545453,15.0,27.0,33
106.375,106.375,236.625,146.0,706.1875,1.375,0.38461538461538464,ZDN,0.36363636363636365,4.0,0.15384615384615385,2.0,"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",6,0.38461538461538464,5.0,11.0,13
106.81818181818181,106.81818181818181,161.54545454545453,123.72727272727273,616.5,1.1818181818181819,0.5,ZDN,0.38461538461538464,5.0,0.09090909090909091,2.0,There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,7,0.5,11.0,13.0,22
96.3529411764706,102.41176470588235,150.23529411764707,105.82352941176471,627.4117647058823,1.1176470588235294,0.5853658536585366,ZDN,0.3684210526315789,7.0,0.024390243902439025,1.0,"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",8,0.5853658536585366,24.0,19.0,41
107.83333333333333,115.16666666666667,142.5,121.83333333333333,622.625,1.1666666666666667,0.6,ZDN,0.42857142857142855,6.0,0.03333333333333333,1.0,"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H.",9,0.6,18.0,14.0,30
98.28571428571429,98.28571428571429,154.0,144.0,627.5714285714286,1.4285714285714286,0.36363636363636365,ZDN,0.2,2.0,0.2727272727272727,3.0,Henry Ford advocated long-time associate Harry Bennett to take the spot.,10,0.36363636363636365,4.0,10.0,11
