mean_FFD,mean_GD,mean_GPT,mean_TRT,mean_meanPupilSize,mean_nFixations,omission_rate,participant_id,regression_rate,regressions,revisit_rate,revisited_words,sentence_content,sentence_id,skip_rate,skipped_words,total_fixations,total_words
108.33333333333333,108.33333333333333,126.83333333333333,118.5,999.0416666666666,1.1666666666666667,0.2,ZAB,0.2857142857142857,4.0,0.13333333333333333,2.0,"With his interest in race cars, he formed a second company, the Henry Ford Company.",0,0.2,3.0,14.0,15
115.26315789473684,118.73684210526316,194.3684210526316,177.47368421052633,870.5,1.5263157894736843,0.2962962962962963,ZAB,0.3103448275862069,9.0,0.18518518518518517,5.0,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.",1,0.2962962962962963,8.0,29.0,27
109.0,122.35714285714286,137.71428571428572,137.71428571428572,886.9464285714286,1.2857142857142858,0.391304347826087,ZAB,0.2222222222222222,4.0,0.043478260869565216,1.0,"Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",2,0.391304347826087,9.0,18.0,23
101.32142857142857,112.75,149.03571428571428,135.03571428571428,842.7916666666666,1.4285714285714286,0.24324324324324326,ZAB,0.25,10.0,0.1891891891891892,7.0,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",3,0.24324324324324326,9.0,40.0,37
103.36842105263158,123.21052631578948,133.21052631578948,133.21052631578948,842.8333333333334,1.263157894736842,0.24,ZAB,0.13043478260869565,3.0,0.04,1.0,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",4,0.24,6.0,23.0,25
101.5,125.18181818181819,177.1818181818182,143.95454545454547,817.7727272727273,1.5,0.3333333333333333,ZAB,0.3333333333333333,11.0,0.12121212121212122,4.0,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",5,0.3333333333333333,11.0,33.0,33
90.25,95.83333333333333,147.66666666666666,135.83333333333334,936.2916666666666,1.5,0.07692307692307693,ZAB,0.3333333333333333,6.0,0.38461538461538464,5.0,"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",6,0.07692307692307693,1.0,18.0,13
91.11111111111111,91.11111111111111,113.0,113.0,836.1666666666666,1.1666666666666667,0.18181818181818182,ZAB,0.19047619047619047,4.0,0.13636363636363635,3.0,There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,7,0.18181818181818182,4.0,21.0,22
96.0625,107.34375,126.90625,124.84375,835.3229166666667,1.28125,0.21951219512195122,ZAB,0.17073170731707318,7.0,0.0975609756097561,4.0,"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",8,0.21951219512195122,9.0,41.0,41
94.34782608695652,101.56521739130434,147.17391304347825,141.7826086956522,848.6449275362319,1.4782608695652173,0.23333333333333334,ZAB,0.2647058823529412,9.0,0.3,9.0,"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H.",9,0.23333333333333334,7.0,34.0,30
93.55555555555556,101.77777777777777,204.44444444444446,198.44444444444446,874.1851851851851,2.111111111111111,0.18181818181818182,ZAB,0.21052631578947367,4.0,0.6363636363636364,7.0,Henry Ford advocated long-time associate Harry Bennett to take the spot.,10,0.18181818181818182,2.0,19.0,11
103.0,107.5,197.5,143.5,934.375,1.4375,0.2,ZAB,0.2608695652173913,6.0,0.2,4.0,"Edsel's widow Eleanor, who had inherited Edsel's voting stock, wanted her son Henry Ford II to take over the position.",11,0.2,4.0,23.0,20
103.25,110.0,126.58333333333333,123.16666666666667,876.125,1.1666666666666667,0.25,ZAB,0.21428571428571427,6.0,0.0625,2.0,"In 1879, he left home for the nearby city of Detroit to work as an apprentice machinist, first with James F. Flower & Bros., and later with the Detroit Dry Dock Co.",12,0.25,8.0,28.0,32
85.33333333333333,92.66666666666667,112.0,100.29629629629629,925.8395061728394,1.1851851851851851,0.25,ZAB,0.25,8.0,0.05555555555555555,2.0,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",13,0.25,9.0,32.0,36
102.3,102.3,182.4,142.7,930.0166666666667,1.5,0.09090909090909091,ZAB,0.13333333333333333,2.0,0.36363636363636365,4.0,He is of three quarters Irish and one quarter French descent.,14,0.09090909090909091,1.0,15.0,11
102.25714285714285,130.4857142857143,135.11428571428573,135.11428571428573,849.2190476190476,1.3428571428571427,0.2708333333333333,ZAB,0.2553191489361702,12.0,0.041666666666666664,2.0,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",15,0.2708333333333333,13.0,47.0,48
112.85714285714286,127.14285714285714,151.71428571428572,137.21428571428572,849.6428571428571,1.2857142857142858,0.2631578947368421,ZAB,0.1111111111111111,2.0,0.10526315789473684,2.0,"When Baldwin was young, he had a job as a busboy at famous New York City disco Studio 54.",16,0.2631578947368421,5.0,18.0,19
98.28571428571429,98.28571428571429,119.71428571428571,110.14285714285714,863.4285714285714,1.1428571428571428,0.36363636363636365,ZAB,0.375,3.0,0.09090909090909091,1.0,He was married to actress Kim Basinger from 1993 to 2002.,17,0.36363636363636365,4.0,8.0,11
104.83333333333333,111.11111111111111,169.11111111111111,121.94444444444444,895.3611111111111,1.1666666666666667,0.21739130434782608,ZAB,0.3333333333333333,7.0,0.08695652173913043,2.0,"Baldwin, a liberal Democrat, has always had an active interest in politics and is frequently rumored to be a candidate for public office.",18,0.21739130434782608,5.0,21.0,23
101.83333333333333,101.83333333333333,101.83333333333333,101.83333333333333,887.6111111111111,1.0,0.28,ZAB,0.16666666666666666,3.0,0.0,0.0,"In particular, Baldwin is one of the most frequent hosts of Saturday Night Live, leading the show eleven times and also making cameo appearances regularly.",19,0.28,7.0,18.0,25
85.92307692307692,93.6923076923077,156.15384615384616,136.6153846153846,894.9615384615385,1.4615384615384615,0.1875,ZAB,0.2631578947368421,5.0,0.1875,3.0,He played William Barrett Travis in a movie about the Alamo called Thirteen Days of Glory.,20,0.1875,3.0,19.0,16
93.81818181818181,127.0909090909091,138.63636363636363,138.63636363636363,860.1515151515151,1.4545454545454546,0.3888888888888889,ZAB,0.125,2.0,0.05555555555555555,1.0,"In 1998, he began narrating the American version of the children's series Thomas the Tank Engine and Friends.",21,0.3888888888888889,7.0,16.0,18
96.0952380952381,112.0952380952381,116.66666666666667,116.66666666666667,879.6111111111112,1.2380952380952381,0.38235294117647056,ZAB,0.11538461538461539,3.0,0.029411764705882353,1.0,"He is infamous for his 1994 appearance on Saturday Night Live as he potrays Mr. Armstrong, a scoutmaster who is a pedophile, he rips his shirt and puts his mouth around Adam Sandler's neck.",22,0.38235294117647056,13.0,26.0,34
102.33333333333333,117.25,160.33333333333334,137.91666666666666,821.8472222222223,1.4166666666666667,0.25,ZAB,0.29411764705882354,5.0,0.125,2.0,"Rosemary Clooney (May 23, 1928 - June 29, 2002) was an American popular singer and actress.",23,0.25,4.0,17.0,16
90.75,95.58333333333333,177.16666666666666,166.83333333333334,899.8154761904761,1.75,0.29411764705882354,ZAB,0.23809523809523808,5.0,0.17647058823529413,3.0,"In 1954 she, along with Bing Crosby, Danny Kaye, and nVera-Ellen, starred in the movie White Christmas.",24,0.29411764705882354,5.0,21.0,17
102.14285714285714,117.0,273.5,184.78571428571428,928.4880952380952,1.7142857142857142,0.3333333333333333,ZAB,0.2916666666666667,7.0,0.3333333333333333,7.0,"Clooney's first recordings, in May of 1946 were for Columbia Records as a singer with the big band of Tony Pastor.",25,0.3333333333333333,7.0,24.0,21
93.43243243243244,106.91891891891892,136.32432432432432,134.27027027027026,854.6914414414414,1.4594594594594594,0.3018867924528302,ZAB,0.24074074074074073,13.0,0.11320754716981132,6.0,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",26,0.3018867924528302,16.0,54.0,53
99.27272727272727,122.72727272727273,171.9090909090909,144.0909090909091,905.0757575757576,1.5454545454545454,0.35294117647058826,ZAB,0.29411764705882354,5.0,0.17647058823529413,3.0,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers.",27,0.35294117647058826,6.0,17.0,17
104.45454545454545,104.45454545454545,132.36363636363637,119.81818181818181,923.0,1.1818181818181819,0.26666666666666666,ZAB,0.38461538461538464,5.0,0.13333333333333333,2.0,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers.,28,0.26666666666666666,4.0,13.0,15
89.57894736842105,96.28947368421052,137.92105263157896,107.6842105263158,824.0833333333333,1.236842105263158,0.2549019607843137,ZAB,0.2127659574468085,10.0,0.0784313725490196,4.0,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German.",29,0.2549019607843137,13.0,47.0,51
81.6923076923077,88.0,126.0,120.84615384615384,844.0769230769231,1.4615384615384615,0.3157894736842105,ZAB,0.3684210526315789,7.0,0.21052631578947367,4.0,"In 1958, Clooney left Columbia, doing a number of recordings for MGM Records and then some for Coral Records.",30,0.3157894736842105,6.0,19.0,19
95.85714285714286,98.57142857142857,125.47619047619048,115.19047619047619,934.3730158730158,1.1904761904761905,0.2222222222222222,ZAB,0.24,6.0,0.07407407407407407,2.0,"Finally, toward the end of 1958, she signed with RCA Victor Records, where she stayed until 1963 except for doing some recordings in 1960 for Reprise Records.",31,0.2222222222222222,6.0,25.0,27
96.18181818181819,103.63636363636364,175.72727272727272,148.9090909090909,920.9545454545455,1.4545454545454546,0.21428571428571427,ZAB,0.25,4.0,0.2857142857142857,4.0,"In 1964 she went to Reprise again, shifting the next year to Dot Records.",32,0.21428571428571427,3.0,16.0,14
86.0,149.42857142857142,218.57142857142858,156.71428571428572,943.0714285714286,1.4285714285714286,0.125,ZAB,0.4,4.0,0.125,1.0,In 1966 she went to United Artists Records.,33,0.125,1.0,10.0,8
77.44444444444444,111.66666666666667,144.66666666666666,111.66666666666667,921.4444444444445,1.2222222222222223,0.4,ZAB,0.18181818181818182,2.0,0.0,0.0,"In 1986 she sang a duet with Wild Man Fischer on ""It's a Hard Business"".",34,0.4,6.0,11.0,15
111.18181818181819,116.9090909090909,157.27272727272728,151.45454545454547,930.8939393939395,1.4545454545454546,0.26666666666666666,ZAB,0.25,4.0,0.2,3.0,"Michael McManus (born February 5, 1959) is a syndicated columnist who wrote Ethics & Religion.",35,0.26666666666666666,4.0,16.0,15
84.23809523809524,91.71428571428571,103.28571428571429,91.71428571428571,957.0,1.0952380952380953,0.3225806451612903,ZAB,0.17391304347826086,4.0,0.0,0.0,"On January 28, 2005 it was revealed that he accepted money from the George W. Bush administration to promote their marriage initiative program, which he did not disclose to his readers.",36,0.3225806451612903,10.0,23.0,31
98.85714285714286,108.57142857142857,228.85714285714286,206.28571428571428,943.2261904761906,2.2857142857142856,0.3,ZAB,0.375,6.0,0.5,5.0,"Timothy Bush, Sr. (c. 1728 - c. 1815) - soldier.",37,0.3,3.0,16.0,10
94.45454545454545,109.0,123.81818181818181,123.81818181818181,884.5454545454545,1.3636363636363635,0.35294117647058826,ZAB,0.26666666666666666,4.0,0.11764705882352941,2.0,"He is assumed to be the son of Richard Bush and Mary Fairbanks both of Dedham, Massachusetts.",38,0.35294117647058826,6.0,15.0,17
99.92857142857143,143.64285714285714,165.64285714285714,149.35714285714286,903.4642857142857,1.5714285714285714,0.44,ZAB,0.2727272727272727,6.0,0.04,1.0,By training he was a blacksmith but when the American Revolution broke out militia Captain Bush led a company of soldiers for the Continental Army.,39,0.44,11.0,22.0,25
90.64285714285714,90.64285714285714,207.42857142857142,108.21428571428571,866.1428571428571,1.1428571428571428,0.125,ZAB,0.375,6.0,0.125,2.0,"The family moved around 1810 to Springport, in Cayuga County in the Rochester, New York area.",40,0.125,2.0,16.0,16
106.0,116.33333333333333,133.0,116.33333333333333,890.8333333333334,1.1666666666666667,0.25,ZAB,0.2857142857142857,2.0,0.0,0.0,"He died in Springport, New York in 1815.",41,0.25,2.0,7.0,8
100.28571428571429,117.85714285714286,137.42857142857142,137.42857142857142,898.1607142857143,1.4285714285714286,0.391304347826087,ZAB,0.15,3.0,0.08695652173913043,2.0,"Through his son Timothy Bush, Jr., who was also a blacksmith, descended two American Presidents -George H. W. Bush and George W. Bush.",42,0.391304347826087,9.0,20.0,23
99.41176470588235,119.52941176470588,139.8235294117647,129.05882352941177,898.9411764705883,1.3529411764705883,0.37037037037037035,ZAB,0.30434782608695654,7.0,0.07407407407407407,2.0,Bush was a soldier in the French and Indian Wars and a Captain in the American Revolution and is the great-great-great-great-great grandfather of president George W. Bush.,43,0.37037037037037035,10.0,23.0,27
103.8125,103.8125,201.0625,118.6875,851.71875,1.125,0.2,ZAB,0.2777777777777778,5.0,0.1,2.0,"They had five children after which they relocated to Norwich, Vermont where Bush was a Captain of a militia company.",44,0.2,4.0,18.0,20
101.22222222222223,122.5,133.11111111111111,122.5,886.6944444444445,1.2777777777777777,0.35714285714285715,ZAB,0.2608695652173913,6.0,0.0,0.0,"Anne Hutchinson (July 17, 1591 - August 20, 1643) was the unauthorized Puritan preacher of a dissident church discussion group, and pioneer in Rhode Island and the Bronx.",45,0.35714285714285715,10.0,23.0,28
96.23076923076923,155.6153846153846,165.0,165.0,917.2435897435897,1.4615384615384615,0.35,ZAB,0.2631578947368421,5.0,0.05,1.0,"Eventually, John Winthrop decided to take Hutchinson out of power before her influence became too strong among the community's men.",46,0.35,7.0,19.0,20
86.06666666666666,140.0,175.66666666666666,169.2,875.5111111111111,1.8666666666666667,0.4230769230769231,ZAB,0.32142857142857145,9.0,0.11538461538461539,3.0,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,47,0.4230769230769231,11.0,28.0,26
91.2,114.4,151.0,151.0,881.3,1.6,0.375,ZAB,0.375,3.0,0.125,1.0,"They founded the town of Portsmouth, Rhode Island.",48,0.375,3.0,8.0,8
101.28571428571429,101.28571428571429,142.28571428571428,101.28571428571429,958.4285714285714,1.0,0.2222222222222222,ZAB,0.2857142857142857,2.0,0.0,0.0,"At the age of 21, she married William Hutchinson.",49,0.2222222222222222,2.0,7.0,9
