mean_FFD,mean_GD,mean_GPT,mean_TRT,mean_meanPupilSize,mean_nFixations,omission_rate,participant_id,regression_rate,regressions,revisit_rate,revisited_words,sentence_content,sentence_id,skip_rate,skipped_words,total_fixations,total_words
100.9,110.7,305.6,209.0,323.58333333333337,1.7,0.3333333333333333,ZPH,0.4117647058823529,7.0,0.26666666666666666,4.0,"With his interest in race cars, he formed a second company, the Henry Ford Company.",0,0.3333333333333333,5.0,17.0,15
112.55,166.85,306.15,242.8,359.835,2.15,0.25925925925925924,ZPH,0.3953488372093023,17.0,0.25925925925925924,7.0,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.",1,0.25925925925925924,7.0,43.0,27
103.05555555555556,125.5,223.66666666666666,183.72222222222223,321.3861111111111,1.8888888888888888,0.21739130434782608,ZPH,0.38235294117647056,13.0,0.30434782608695654,7.0,"Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",2,0.21739130434782608,5.0,34.0,23
107.46428571428571,154.32142857142858,217.17857142857142,193.28571428571428,287.93154761904765,1.75,0.24324324324324326,ZPH,0.3673469387755102,18.0,0.16216216216216217,6.0,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",3,0.24324324324324326,9.0,49.0,37
104.5,127.55,236.95,183.15,297.26666666666665,1.6,0.2,ZPH,0.34375,11.0,0.2,5.0,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",4,0.2,5.0,32.0,25
109.42307692307692,125.6923076923077,188.23076923076923,166.76923076923077,283.28846153846155,1.5384615384615385,0.21212121212121213,ZPH,0.325,13.0,0.15151515151515152,5.0,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",5,0.21212121212121213,7.0,40.0,33
111.9090909090909,135.0,426.8181818181818,237.27272727272728,365.52272727272725,2.0,0.15384615384615385,ZPH,0.4090909090909091,9.0,0.3076923076923077,4.0,"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",6,0.15384615384615385,2.0,22.0,13
94.11111111111111,97.66666666666667,201.61111111111111,154.22222222222223,305.75,1.5555555555555556,0.18181818181818182,ZPH,0.25,7.0,0.3181818181818182,7.0,There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,7,0.18181818181818182,4.0,28.0,22
100.59375,129.0625,237.96875,211.75,304.16041666666666,2.09375,0.21951219512195122,ZPH,0.34328358208955223,23.0,0.36585365853658536,15.0,"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",8,0.21951219512195122,9.0,67.0,41
106.95652173913044,155.69565217391303,399.0869565217391,238.7391304347826,299.5652173913043,2.217391304347826,0.23333333333333334,ZPH,0.29411764705882354,15.0,0.4,12.0,"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H.",9,0.23333333333333334,7.0,51.0,30
104.125,114.625,498.25,258.375,306.90625,2.625,0.2727272727272727,ZPH,0.38095238095238093,8.0,0.6363636363636364,7.0,Henry Ford advocated long-time associate Harry Bennett to take the spot.,10,0.2727272727272727,3.0,21.0,11
102.11111111111111,124.05555555555556,323.55555555555554,292.22222222222223,290.2747354497355,2.7222222222222223,0.1,ZPH,0.4897959183673469,24.0,0.5,10.0,"Edsel's widow Eleanor, who had inherited Edsel's voting stock, wanted her son Henry Ford II to take over the position.",11,0.1,2.0,49.0,20
106.07692307692308,136.6153846153846,257.34615384615387,228.84615384615384,295.7570512820513,2.1538461538461537,0.1875,ZPH,0.35714285714285715,20.0,0.4375,14.0,"In 1879, he left home for the nearby city of Detroit to work as an apprentice machinist, first with James F. Flower & Bros., and later with the Detroit Dry Dock Co.",12,0.1875,6.0,56.0,32
108.5,140.5,405.53333333333336,276.7,310.3071428571429,2.433333333333333,0.16666666666666666,ZPH,0.4520547945205479,33.0,0.5277777777777778,19.0,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",13,0.16666666666666666,6.0,73.0,36
